grpcnt,rptcnt,type,A,B,name,Eng_lab,French_lab,Swahililab,label::English,label::Français,label::Swahili,calculation,appearance,hint::English,hint::Français,hint::Swahili,relevant,default,constraint,constraint_message::English,constraint_message::Français,constraint_message::Swahili,required,repeat_count
2,0,select_multiple hhmem_list,8,.8,mem_religr,Which member of the household is member of a religieux group?,.8 Quel membre de ménage fait partie d'un group religieux?,.8 Quel membre de ménage fait partie d'un group religieux?,Quel membre de ménage fait partie d'un group religieux?,Quel membre de ménage fait partie d'un group religieux?,Ni mwanamemba gani nyumbani mwako humu anashiriki kikundi cha sala?,,"If no one is member, leave empty","Si personne n'est membre, laissze vide",,,,,,,,,,
2,0,select_multiple hhmem_list,9,.9,mem_poligr,Which member of the household is member of a political organisation?,.9 Quel membre de ménage fait partie d'un group politique?,.9 Quel membre de ménage fait partie d'un group politique?,Quel membre de ménage fait partie d'un group politique?,Quel membre de ménage fait partie d'un group politique?,Ni mwanamemba gani nyumbani mwako humu anashiriki chama cha siasa?,,"If no one is member, leave empty","Si personne n'est membre, laissze vide",,,,,,,,,,
2,0,note,16,.16,soccapnote,Please indicate the extent to which you agree with the following statements,.16 Indiquez combien vous etes d'accord avec les propositions suivantes,.16 Indiquez combien vous etes d'accord avec les propositions suivantes,Indiquez combien vous etes d'accord avec les propositions suivantes,Indiquez combien vous etes d'accord avec les propositions suivantes,Mara ngapi unakubaliana na mawazo (propositions) zifatazo?,,,,,,,,,,,,,
2,0,select_one agree_list,17,.17,res_chef,I have a lot of respect for our village chief,.17 J'ai beaucoup de respect envers notre chef de village.,.17 J'ai beaucoup de respect envers notre chef de village.,J'ai beaucoup de respect envers notre chef de village.,J'ai beaucoup de respect envers notre chef de village.,Nina heshima mingi kwa mkubwa wetu wa kijiji.,,,,,,,,,,,,yes,
2,0,select_one agree_list,18,.18,help_chef,I can turn to our village chief if I need help,".18 En cas de problèmes, je peux m’adresser à notre chef de village.",".18 En cas de problèmes, je peux m’adresser à notre chef de village.","En cas de problèmes, je peux m’adresser à notre chef de village.","En cas de problèmes, je peux m’adresser à notre chef de village.",Wakati wa shida ninaweza kukimbilia mkubwa wetu wa kijiji.,,,,,,,,,,,,yes,
2,0,select_one agree_list,19,.19,int_chef,Our village chief can act in my interest,.19 Notre chef de village peut agir dans mon intérêt.,.19 Notre chef de village peut agir dans mon intérêt.,Notre chef de village peut agir dans mon intérêt.,Notre chef de village peut agir dans mon intérêt.,Mkubwa wetu wa kijiji anaweza kufanya kazi kwa faida yangu.,,,,,,,,,,,,yes,
2,0,select_one agree_list,20,.20,res_mwa,I have a lot of respect for our mwami,.20 J'ai beaucoup de respect envers notre mwami.,.20 J'ai beaucoup de respect envers notre mwami.,J'ai beaucoup de respect envers notre mwami.,J'ai beaucoup de respect envers notre mwami.,Nina heshima mingi kwa mwami wetu.,,,,,,,,,,,,yes,
2,0,select_one agree_list,21,.21,help_mwa,I can turn to our mwami if I need help,".21 En cas de problèmes, je peux m’adresser à notre mwami.",".21 En cas de problèmes, je peux m’adresser à notre mwami.","En cas de problèmes, je peux m’adresser à notre mwami.","En cas de problèmes, je peux m’adresser à notre mwami.",Wakati wa shida ninaweza kukimbilia mwami wetu.,,,,,,,,,,,,yes,
2,0,select_one agree_list,22,.22,int_mwa,Our mwami can act in my interest,.22 Notre mwami peut agir dans mon intérêt.,.22 Notre mwami peut agir dans mon intérêt.,Notre mwami peut agir dans mon intérêt.,Notre mwami peut agir dans mon intérêt.,Mwami wetu anaweza kufanya kazi kwa faida yangu.,,,,,,,,,,,,yes,
2,0,select_one agree_list,23,.23,res_pol,I have a lot of respect for our national politicians,.23 J'ai beaucoup de respect envers nos politiciens nationaux.,.23 J'ai beaucoup de respect envers nos politiciens nationaux.,J'ai beaucoup de respect envers nos politiciens nationaux.,J'ai beaucoup de respect envers nos politiciens nationaux.,Nina heshima mingi kwa wana siasa wetu wa inchi.,,,,,,,,,,,,yes,
2,0,select_one agree_list,24,.24,help_pol,I can turn to oue national politicians if I need help,".24 En cas de problèmes, je peux m’adresser à nos politiciens nationaux.",".24 En cas de problèmes, je peux m’adresser à nos politiciens nationaux.","En cas de problèmes, je peux m’adresser à nos politiciens nationaux.","En cas de problèmes, je peux m’adresser à nos politiciens nationaux.",Wakati wa shida ninaweza kukimbilia wana siasa wetu wa inchi.,,,,,,,,,,,,yes,
2,0,select_one agree_list,25,.25,int_pol, Our national politicians can act in my interest,.25 Nos politiciens nationaux peut agir dans mon intérêt.,.25 Nos politiciens nationaux peut agir dans mon intérêt.,Nos politiciens nationaux peut agir dans mon intérêt.,Nos politiciens nationaux peut agir dans mon intérêt.,Wa na siasa wa inchi wanaweza kufanya kazi kwa faida yangu.,,,,,,,,,,,,yes,
1,0,end group,,,,,,,,,,,,,,,,,,,,,,
0,0,end group,,,,,,,,,,,,,,,,,,,,,,
0,0,geopoint,,,gps,Please wait while I take a location.,Patientez lorsque je prends la localisation,Patientez lorsque je prends la localisation,Please wait while I take a location.,Patientez lorsque je prends la localisation,,,,,Vous devez être à l'extérieur.,,,,,,,,,
0,0,select_one yes_no,,,gpshouse,Was the GPS taken at the respondent's home? ,Vous-avez pris le GPS chez l'enquetee?,Vous-avez pris le GPS chez l'enquetee?,Vous-avez pris le GPS chez l'enquetee?,Vous-avez pris le GPS chez l'enquetee?,Vous-avez pris le GPS chez l'enquetee?,,,,,,,,,,,,yes,
0,0,select_one result,,,result,Result of the questionnaire,Resultat d'entretien,,,Resultat d'entretien,,,,,,,,,,,,,yes,
0,0,text,,,result_other,Sepcify,Specifiez,Specifiez,,Specifiez,,,,,,,${result}='96',,,,,,yes,
